-0.63873,1.2301,0.27583,0.098716,-0.10902,-0.011135,-0.41505,-0.0070807,1
-0.63799,-0.57934,-0.16512,0.074732,-0.11742,-0.012656,-0.46472,-0.03984,1
-0.63395,1.0717,0.49346,0.13829,-0.1123,-0.011655,-0.38613,-0.055708,1
-0.64173,-0.30821,-0.30405,0.095857,-0.12066,-0.013234,-0.43241,-0.0084437,1
-0.63136,0.73826,0.49817,0.13459,-0.11737,-0.01231,-0.38136,-0.094794,1
-0.6409,0.050898,-0.053054,0.094412,-0.12332,-0.014774,-0.38894,0.028818,1
-0.63571,-0.28646,0.37039,0.11601,-0.12818,-0.016257,-0.32851,-0.1101,1
-0.63533,0.83449,0.15002,0.11862,-0.12779,-0.017521,-0.23663,0.019642,1
-0.64021,-0.43147,0.11729,0.088105,-0.1354,-0.019183,-0.22437,-0.075787,1
-0.63219,1.2072,0.4359,0.10917,-0.13343,-0.018682,-0.19399,-0.0096362,1
-0.6396,-0.70316,-0.052758,0.062857,-0.14434,-0.024696,-0.24602,-0.0066427,1
-0.6368,1.1219,0.57662,0.11147,-0.16454,-0.046663,-0.1923,-0.071381,1
-0.63191,-0.42548,-0.014779,0.076813,-0.16052,-0.041079,-0.21764,0.040573,1
-0.6436,0.46264,0.55137,0.11756,-0.15923,-0.039193,-0.21258,-0.1074,1
-0.62747,0.30537,0.12352,0.11484,-0.15972,-0.039539,-0.24923,0.045319,1
-0.64114,-0.18431,0.35921,0.14276,-0.15929,-0.036966,-0.3338,-0.10064,1
-0.63815,0.912,0.28639,0.16888,-0.15899,-0.04013,-0.37649,0.048118,1
-0.63234,-1.1479,0.090652,0.13246,-0.16391,-0.041086,-0.43247,-0.018398,1
-0.6434,1.0421,0.47977,0.1792,-0.16074,-0.041079,-0.41957,-0.034583,1
-0.62845,-1.0697,-0.033023,0.11895,-0.16228,-0.038583,-0.46139,0.082385,1
-0.64009,0.99785,0.49066,0.19834,-0.15854,-0.036099,-0.44916,-0.093772,1
-0.635,-0.80424,-0.14781,0.13957,-0.16131,-0.037101,-0.47824,0.099836,1
-0.63247,-0.42592,0.34926,0.16146,-0.16318,-0.038333,-0.42891,-0.09993,1
-0.64318,0.30554,0.092348,0.12839,-0.16385,-0.039719,-0.38776,0.061941,1
-0.62893,-0.7508,0.18057,0.11423,-0.16912,-0.041099,-0.35492,-0.06812,1
-0.63921,1.0594,0.25669,0.15544,-0.16757,-0.038698,-0.25865,0.0070839,1
-0.63865,-0.97658,-0.031687,0.12155,-0.17242,-0.040861,-0.2282,-0.0079082,1
-0.62939,1.2129,0.41068,0.17382,-0.17131,-0.04201,-0.15993,-0.058093,1
-0.6449,-0.53451,-0.089741,0.1003,-0.17734,-0.045617,-0.20419,0.056149,1
-0.62781,0.94846,0.45401,0.13612,-0.18118,-0.048652,-0.17995,-0.090779,1
-0.63967,0.11577,-0.10262,0.088265,-0.18554,-0.054543,-0.18559,0.068391,1
-0.63795,0.18035,0.25884,0.10171,-0.17833,-0.044455,-0.20762,-0.082212,1
-0.62837,0.83637,0.22208,0.10105,-0.15928,-0.024907,-0.22618,0.0095177,1
-0.64207,-0.20763,0.2351,0.077925,-0.16376,-0.025973,-0.30309,-0.066003,1
-0.62872,1.2235,0.3514,0.12387,-0.15898,-0.022347,-0.34157,-0.011462,1
-0.63584,-0.44579,-0.0043916,0.091413,-0.16188,-0.022725,-0.41361,0.0046988,1
-0.63789,1.2395,0.4442,0.15535,-0.16033,-0.019953,-0.43401,-0.072647,1
-0.62781,-0.10293,0.035778,0.12056,-0.16108,-0.018766,-0.48736,0.020713,1
-0.64202,0.81557,0.42382,0.16653,-0.16217,-0.018086,-0.44979,-0.092142,1
-0.63008,0.34535,0.028416,0.15074,-0.1664,-0.020954,-0.45254,0.056758,1
-0.63598,0.12191,0.26195,0.15414,-0.16946,-0.020332,-0.45434,-0.059967,1
-0.63725,1.059,0.20567,0.15779,-0.1713,-0.023219,-0.40176,-0.0091981,1
-0.62801,-0.16832,0.13249,0.10437,-0.17748,-0.025074,-0.37626,-0.046532,1
-0.64141,1.2598,0.37017,0.11893,-0.1778,-0.02861,-0.30216,-0.035483,1
-0.63009,-0.22568,0.012658,0.072337,-0.18594,-0.033937,-0.32825,0.020299,1
-0.63563,1.1496,0.44665,0.13322,-0.1826,-0.032717,-0.27583,-0.076857,1
-0.63824,0.15364,-0.064745,0.096307,-0.18589,-0.034463,-0.28521,0.028745,1
-0.62865,0.72131,0.38113,0.12676,-0.18572,-0.034027,-0.25994,-0.081895,1
-0.6421,0.77008,0.225,0.11188,-0.18219,-0.032313,-0.26427,0.019983,1
-0.63114,0.30254,0.35166,0.12664,-0.18397,-0.031845,-0.31169,-0.056511,1
-0.63831,1.082,0.33419,0.16916,-0.17702,-0.02861,-0.34204,-0.010342,1
-0.63821,-0.18577,0.16481,0.1701,-0.18678,-0.0342,-0.4363,-0.020175,1
-0.63069,1.3,0.46716,0.2209,-0.17838,-0.027673,-0.43935,-0.050475,1
-0.64223,-0.22513,-0.021428,0.17521,-0.21184,-0.054697,-0.52859,0.0031898,1
-0.63176,0.97825,0.53109,0.22365,-0.21564,-0.063669,-0.46286,-0.079997,1
-0.63494,0.13942,-0.06179,0.17836,-0.21771,-0.058952,-0.57119,0.046998,1
-0.6374,0.47533,0.39963,0.20359,-0.22168,-0.062944,-0.54155,-0.091606,1
-0.63101,0.75222,0.12582,0.1749,-0.21766,-0.06055,-0.44803,0.035973,1
-0.64104,-0.13377,0.2573,0.15226,-0.22513,-0.065575,-0.39119,-0.068777,1
-0.6326,1.2282,0.21187,0.15987,-0.22396,-0.065453,-0.34232,-0.0035274,1
-0.63381,-0.38419,-0.26903,0.12432,-0.24148,-0.070176,-0.43319,-0.012849,1
-0.6403,1.2849,0.46247,0.17927,-0.22575,-0.065806,-0.32217,-0.054686,1
-0.62991,-0.42432,-0.24982,0.14177,-0.23128,-0.068553,-0.40322,0.07136,1
-0.63898,0.90116,0.46358,0.21588,-0.22495,-0.06639,-0.37808,-0.10292,1
